k,N,p_bias,repetitions,mc_mean,mc_sd,mc_se,batch_means_json,formula_mean,signed_relative_error,absolute_relative_error,simultaneous_ci_low,simultaneous_ci_high,uncertainty_aware_error_upper,formula_sha256
3,28,0.525,6000,88.468,22.475189988685404,0.2901534550967541,"[87.07,89.11,87.805,87.705,88.27,87.13,87.435,88.805,88.685,88.57,87.24,89.41,89.215,87.715,89.325,90.945,88.015,88.155,88.61,90.535,87.83,89.085,88.065,86.42,88.43,87.835,88.54,90.63,88.0,89.455]",88.4210016524393,-0.0005312468639587457,0.0005312468639587457,87.25466855036723,89.68133144963278,0.01405342423914957,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
3,28,0.725,6000,151.98983333333334,53.65966787664326,0.6927433334975348,"[151.375,154.945,156.865,147.19,157.05,149.005,154.66,151.215,153.1,152.15,153.66,148.405,153.71,154.33,152.015,149.12,153.055,151.905,148.845,152.34,153.435,146.265,152.525,155.345,150.415,146.285,150.265,154.67,153.26,152.29]",152.68593852901336,0.004579945779355981,0.004579945779355981,149.0929963035081,154.88667036315857,0.024098665360451355,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
3,28,0.94,6000,557.2275,346.30118321387897,4.470729051197589,"[579.945,566.415,561.525,567.19,581.84,565.585,528.525,614.83,528.85,561.295,607.85,597.89,554.72,560.955,520.28,535.89,592.16,545.82,520.355,540.315,509.04,528.22,537.105,527.895,584.805,538.055,589.425,550.965,567.475,551.605]",557.2873599911105,0.00010742468939626386,0.00010742468939626386,538.5323024577335,575.9226975422664,0.03482624430843484,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
3,28,1.0,6000,772.9115,547.9282874937096,7.073723774596957,"[800.955,841.745,754.255,825.31,729.855,767.65,687.6,709.355,757.895,759.855,735.845,798.0,829.97,797.74,862.745,787.11,827.705,691.745,821.14,750.835,743.725,723.405,815.6,781.195,771.955,773.965,749.745,754.565,773.445,762.435]",784.0,0.014346403178112827,0.014346403178112827,743.3313886107643,802.4916113892358,0.05471127953474775,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
3,28,1.06,6000,574.9588333333334,348.29073948619543,4.4964141122276695,"[588.87,616.78,607.07,557.85,612.36,590.555,553.83,582.255,572.42,563.57,563.445,550.6,575.675,623.295,595.715,551.34,558.775,564.185,538.82,552.335,566.525,538.455,605.76,576.555,539.64,596.44,600.27,569.88,553.09,582.405]",573.7452577311194,-0.002110717379848268,0.002110717379848268,556.1562288593689,593.7614378072979,0.03371081178679469,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
3,28,1.275,6000,207.3035,70.50562077955382,0.9102236503107585,"[211.185,205.055,204.82,206.05,207.295,210.49,206.97,201.925,207.365,210.885,206.895,208.165,207.225,214.405,212.885,199.855,210.005,201.975,203.405,205.955,210.685,208.01,209.755,211.44,201.04,203.45,210.93,208.36,203.45,209.175]",206.3495891118246,-0.004601518489438985,0.004601518489438985,203.49722796800467,211.10977203199536,0.022548377909523354,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
3,28,1.675,6000,97.7985,19.556890765475362,0.2524783741276123,"[98.075,97.425,97.53,97.22,96.78,98.615,100.18,98.6,97.59,96.765,96.115,96.505,97.5,98.12,97.785,97.005,97.985,98.71,99.56,96.615,96.99,96.735,98.21,98.78,98.445,96.785,95.215,98.615,100.55,98.95]",97.44608002543488,-0.003603531491435176,0.003603531491435176,96.74271401399811,98.8542859860019,0.014245269656456006,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
3,28,1.875,6000,77.55,13.045875432908614,0.16842152762783846,"[77.25,78.93,77.685,77.67,79.395,76.5,77.795,77.9,76.3,76.765,78.79,77.405,77.825,78.3,76.515,78.66,78.225,76.105,78.99,77.07,77.91,77.385,76.55,75.545,75.75,77.545,78.15,77.525,76.765,79.3]",77.55742102544234,9.569342930161933e-05,9.569342930161933e-05,76.84571358646096,78.25428641353903,0.009261511225094221,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
3,56,0.325,6000,124.36066666666666,16.922006735044135,0.21846216756411893,"[123.25,122.265,125.595,122.685,123.975,124.555,124.685,125.19,125.09,124.9,125.34,123.005,126.39,125.04,123.9,124.14,125.15,123.11,122.695,126.645,123.93,125.635,123.62,123.445,124.975,124.085,124.595,124.445,125.21,123.275]",124.44444444444439,0.0006736678085063838,0.0006736678085063838,123.4471258702212,125.27420746311212,0.008078912872152788,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
3,56,0.525,6000,176.6865,31.219486336867497,0.4030418355327927,"[175.75,174.62,174.8,178.065,175.015,178.705,178.08,179.105,178.55,178.525,175.045,175.875,176.59,172.6,177.925,178.535,175.345,173.235,177.96,176.1,181.275,175.445,179.545,176.155,175.08,176.975,175.125,175.03,179.25,176.29]",176.8421052630671,0.0008806856385016178,0.0008806856385016178,175.0011044757365,178.3718955242635,0.010519938104652793,fc6ed5692c5e33a9fffe770a3a11e12d0b94dbf5a1eec4c0ae7c81aee87c07d7
