split,k,N,p_bias,repetitions,mc_mean,mc_sd,mc_se,ci_low,ci_high,seed
calibration,8,10,1.0,5000,139.7308,70.73358028006109,1.000323885472685,137.77020121159836,141.6913987884016,8269276
calibration,8,10,1.15,5000,130.9906,63.95812254849251,0.9045044433199857,129.21780386723637,132.76339613276363,8269426
calibration,8,10,1.3,5000,118.424,53.92716061253685,0.762645219185218,116.92924283741533,119.91875716258468,8269576
calibration,8,10,1.5,5000,104.089,42.45331477973372,0.6003805352919358,102.91227577380893,105.26572422619107,8269776
calibration,8,10,1.7,5000,92.146,34.38300629997972,0.4862491382459089,91.19296920152438,93.09903079847562,8269976
calibration,8,10,1.9,5000,83.1702,28.959940738777743,0.4095554095830059,82.36748614754376,83.97291385245623,8270176
calibration,8,20,0.3,5000,114.2772,28.388651663449142,0.401476161999353,113.4903211818299,115.06407881817009,8268746
calibration,8,20,0.5,5000,160.0724,48.7908932946887,0.6900074301764726,158.72001028778905,161.42478971221092,8268946
calibration,8,20,0.7,5000,256.6366,97.87915307235362,1.3842202574851468,253.92357814865835,259.3496218513416,8269146
calibration,8,20,0.85,5000,417.9432,194.16550059700208,2.7459148428924163,412.5613058033169,423.3250941966831,8269296
calibration,8,20,1.0,5000,560.3864,288.6238566736441,4.081757725322959,552.3863018647488,568.3864981352511,8269446
calibration,8,20,1.15,5000,478.3656,215.6135064727502,3.0492354508458246,472.3892083359594,484.34199166404056,8269596
calibration,8,20,1.3,5000,390.81,147.91502043624283,2.0918342797962812,386.710080149973,394.909919850027,8269746
calibration,8,20,1.5,5000,322.672,108.17261704801176,1.529791821066893,319.673663126865,325.67033687313506,8269946
calibration,8,20,1.7,5000,275.0634,83.64108647494568,1.1828635886448902,272.7450299676322,277.3817700323678,8270146
calibration,8,20,1.9,5000,240.2424,65.86537247824793,0.9314770304949382,238.4167385678036,242.0680614321964,8270346
calibration,8,40,0.3,5000,228.6062,40.39240313234855,0.571234843266088,227.48660028048408,229.72579971951592,8269086
calibration,8,40,0.5,5000,319.5366,69.55559975107214,0.9836647250696089,317.60865256600107,321.464547433999,8269286
calibration,8,40,0.7,5000,533.329,152.59903948705076,2.1580763124769464,529.0992481516562,537.5587518483437,8269486
calibration,8,40,0.85,5000,1028.048,390.9468147694718,5.528822876135492,1017.2117062858733,1038.8842937141267,8269636
calibration,8,40,1.0,5000,2233.0392,1141.2118063447942,16.13917214073106,2201.407003863875,2264.671396136125,8269786
calibration,8,40,1.15,5000,1562.0922,614.6754819323589,8.692824030069604,1545.0545779771194,1579.1298220228807,8269936
calibration,8,40,1.3,5000,1193.2602,375.5208991322547,5.310667485073736,1182.8514829953874,1203.6689170046125,8270086
calibration,8,40,1.5,5000,907.5614,241.1558372870363,3.4104585573676607,900.877024056793,914.2457759432071,8270286
calibration,8,40,1.7,5000,749.7124,176.31709738424692,2.4935003039905976,744.8252292087387,754.5995707912613,8270486
calibration,8,40,1.9,5000,636.8088,132.74398229496924,1.877283400849595,633.1293921455599,640.4882078544401,8270686
