k,N,p_bias,absolute_relative_error_percent
16,112,0.94,1.5470093222876902
17,112,0.94,0.4395067989876732
18,112,0.94,2.303749467556187
19,112,0.94,0.5560086604451229
20,112,0.94,1.296112768489193
21,112,0.94,2.1431608389167582
22,112,0.94,1.9820158346622345
23,112,0.94,1.5781766736167662
24,112,0.94,2.220555492553792
25,112,0.94,2.533043463015951
26,112,0.94,2.3145238071939556
27,112,0.94,2.8846657770964894
28,112,0.94,2.3285232431781244
29,112,0.94,3.264453461531113
30,112,0.94,2.765871979765036
31,112,0.94,2.6124196884120177
32,112,0.94,2.5196892093991545
33,112,0.94,3.1932510323213523
34,112,0.94,2.5298570350228413
35,112,0.94,2.972144443657567
36,112,0.94,3.010183917184759
37,112,0.94,2.6664233330778377
38,112,0.94,2.9862400879782838
39,112,0.94,3.1657970124768333
40,112,0.94,2.205786276286138
41,112,0.94,3.170752432872427
42,112,0.94,3.401075171464803
43,112,0.94,3.0398610578532157
44,112,0.94,3.0921446972092617
45,112,0.94,3.388018572435905
46,112,0.94,3.072064126591032
47,112,0.94,3.2923098696084097
48,112,0.94,2.945054886715732
49,112,0.94,3.0800323251439794
50,112,0.94,3.717446974591962
3,112,1.0,1.2159569672012482
4,112,1.0,0.01664502116354062
5,112,1.0,0.1614156997374979
6,112,1.0,0.7478026425353652
7,112,1.0,0.13971139538078425
8,112,1.0,0.9278282792440525
9,112,1.0,0.7897428576084883
10,112,1.0,0.8469246018003325
11,112,1.0,0.6026099468305863
12,112,1.0,0.2382633288475915
13,112,1.0,0.0045282272477535175
14,112,1.0,0.39252526690289546
15,112,1.0,0.05142889176375671
16,112,1.0,0.6661829146929027
17,112,1.0,0.15712658847188607
18,112,1.0,0.7267236555211514
19,112,1.0,0.6370699898292058
20,112,1.0,0.42022221194581216
21,112,1.0,0.4419041634084665
22,112,1.0,0.2554559446259745
23,112,1.0,0.542239951777767
24,112,1.0,0.2992990975191174
25,112,1.0,0.15449152739584684
26,112,1.0,0.21219687243699045
27,112,1.0,0.3246584025186826
28,112,1.0,0.29946474882763224
29,112,1.0,0.07045042223152019
30,112,1.0,0.36513472404471625
31,112,1.0,0.593020717251777
32,112,1.0,0.5669535322013791
33,112,1.0,0.10838223085717023
34,112,1.0,0.08660852977483927
35,112,1.0,0.9311081011761927
36,112,1.0,0.04436020095143845
37,112,1.0,0.1811117591508537
38,112,1.0,0.23003464162568368
39,112,1.0,0.23591438160499761
40,112,1.0,0.1500937986304405
41,112,1.0,0.04603782977478732
42,112,1.0,0.11686817823407364
43,112,1.0,0.003252272759004466
44,112,1.0,0.47608111059407193
45,112,1.0,0.09088242079728313
46,112,1.0,0.2705591891494479
47,112,1.0,0.030086374723713633
48,112,1.0,0.4402722278216998
49,112,1.0,0.026092190011614672
50,112,1.0,0.7390576028378368
3,112,1.06,0.3961667546734649
4,112,1.06,0.01325311137059007
5,112,1.06,1.3507725243943223
6,112,1.06,2.26746266705298
7,112,1.06,2.037244709363818
8,112,1.06,1.265290742776801
9,112,1.06,1.6652011139075311
10,112,1.06,0.3054507206061344
11,112,1.06,0.17776969482331462
12,112,1.06,0.16820426616123088
13,112,1.06,0.386400227826206
14,112,1.06,1.087465273281159
15,112,1.06,0.8632158089327654
16,112,1.06,0.07741401089985563
17,112,1.06,1.1121930846169192
18,112,1.06,1.1001787272082524
19,112,1.06,1.3365489582251482
20,112,1.06,1.4985466399537284
21,112,1.06,1.1072740819770563
22,112,1.06,0.977613018821461
23,112,1.06,1.4356548334931247
24,112,1.06,0.43289356179382116
25,112,1.06,1.2099235182252026
26,112,1.06,0.7765727114251003
27,112,1.06,0.812685443839271
28,112,1.06,0.6545624406742313
29,112,1.06,0.0442366969249785
30,112,1.06,0.00535077830833052
31,112,1.06,0.9791170770976999
32,112,1.06,0.4703646188228232
33,112,1.06,0.7110079636503215
34,112,1.06,0.8871100586556235
35,112,1.06,0.4209746462274234
36,112,1.06,0.03719809618729873
37,112,1.06,0.49888794217452287
38,112,1.06,1.0347701923691308
39,112,1.06,0.019604083482233973
40,112,1.06,0.6194385444621507
41,112,1.06,0.5969722510472556
42,112,1.06,0.09412789308437763
43,112,1.06,0.1883947549196413
44,112,1.06,0.05278009050358587
45,112,1.06,0.601058762094134
46,112,1.06,0.40665168957431247
47,112,1.06,0.9090000579856197
48,112,1.06,0.2602878561537487
49,112,1.06,0.9899993205401507
50,112,1.06,0.9600450191669361
3,112,1.275,0.17336822718619707
4,112,1.275,1.7381536132793225
5,112,1.275,0.8392504780709764
6,112,1.275,0.4478959352614045
7,112,1.275,0.18565717337417093
8,112,1.275,0.24539300757154092
9,112,1.275,0.8006382812840869
10,112,1.275,0.48238833333396297
11,112,1.275,0.09600912672609715
12,112,1.275,0.6649294640527641
13,112,1.275,0.1818827409083479
14,112,1.275,0.1350686865688563
15,112,1.275,0.23420082913885587
16,112,1.275,0.5033642575606867
17,112,1.275,0.0634702407051663
18,112,1.275,0.2740268059608991
19,112,1.275,0.01846433064175121
20,112,1.275,0.3021601313479087
21,112,1.275,0.09578542432843741
22,112,1.275,0.17573712821619863
23,112,1.275,0.3229638229129952
24,112,1.275,0.18559862066117339
25,112,1.275,0.22676755213509406
26,112,1.275,0.14579865158471159
27,112,1.275,0.23852766061921699
28,112,1.275,0.8394584839547999
29,112,1.275,0.6817369495641675
30,112,1.275,0.4751411103812989
31,112,1.275,0.652354083909133
32,112,1.275,0.7762682163729155
33,112,1.275,0.29111305084791267
34,112,1.275,0.061566263794231184
35,112,1.275,0.5025459490835933
36,112,1.275,0.798809667138971
37,112,1.275,0.1603281280412466
38,112,1.275,0.16313615254099917
39,112,1.275,0.38299573823011634
40,112,1.275,0.6320856900610123
41,112,1.275,0.3114388961947688
42,112,1.275,0.3587972055128344
43,112,1.275,0.5728967842036627
44,112,1.275,1.4235653088773332
45,112,1.275,0.022422343378835217
46,112,1.275,0.3699218468752158
47,112,1.275,0.016830301830784537
48,112,1.275,0.11143252750147502
49,112,1.275,0.27404681032380696
50,112,1.275,0.14912218073710565
3,112,1.675,0.12485710616372847
4,112,1.675,1.2261814106695226
5,112,1.675,0.789020936076299
6,112,1.675,0.6120770720038422
7,112,1.675,0.12328169722627355
8,112,1.675,0.08921123509383896
9,112,1.675,0.16775778530953847
10,112,1.675,0.2759571320451487
11,112,1.675,0.13994470050348143
12,112,1.675,0.21387202318132156
13,112,1.675,0.5694380482321945
14,112,1.675,0.6354977382759004
15,112,1.675,0.022240794932883903
16,112,1.675,0.20379936552322792
17,112,1.675,0.22762670504630236
18,112,1.675,0.5216141758289609
19,112,1.675,0.36332068728433997
20,112,1.675,0.7937944446254256
21,112,1.675,0.6692889018637277
22,112,1.675,0.03345479800683678
23,112,1.675,0.5956893667470097
24,112,1.675,0.09486076163241909
25,112,1.675,0.16464866101045286
26,112,1.675,0.3785260185757986
27,112,1.675,0.06609698407896103
28,112,1.675,0.09887261358698193
29,112,1.675,0.21090620707000488
30,112,1.675,0.04841603784495928
31,112,1.675,0.004186040576201016
32,112,1.675,0.5246093781010365
33,112,1.675,0.5426703060441497
34,112,1.675,0.5470028032037764
35,112,1.675,0.4691261145803866
36,112,1.675,0.6519061933642389
37,112,1.675,0.6778817692118928
38,112,1.675,0.5434095963692088
39,112,1.675,0.7847816547658575
40,112,1.675,0.6744245587416552
41,112,1.675,0.6110418956820363
42,112,1.675,1.063626511645684
43,112,1.675,0.5113846597901899
44,112,1.675,0.6059997879671991
45,112,1.675,0.9429999183344887
46,112,1.675,0.5969776043957814
47,112,1.675,0.7267751432641036
48,112,1.675,0.9586602962126101
49,112,1.675,0.8166427744807244
50,112,1.675,0.6817926084884784
3,112,1.875,0.06582209599463057
4,112,1.875,1.222948621473421
5,112,1.875,0.9055812388433816
6,112,1.875,0.544751617731025
7,112,1.875,0.21423697719310553
8,112,1.875,0.16197615246945488
9,112,1.875,0.5948083254790687
10,112,1.875,0.056357279177404775
11,112,1.875,0.2886541706204571
12,112,1.875,0.35189835166977596
13,112,1.875,0.6425226743435666
14,112,1.875,0.3061990892697353
15,112,1.875,0.11295356156083014
16,112,1.875,0.1286287545017959
17,112,1.875,0.35548390078134673
18,112,1.875,0.17823955527359178
19,112,1.875,0.10056842497671072
20,112,1.875,0.018497924311940736
21,112,1.875,0.28469054162619645
22,112,1.875,0.16220136652498424
23,112,1.875,0.29645247830228494
24,112,1.875,0.034611695193803936
25,112,1.875,0.02178556535248422
26,112,1.875,0.03946782887076795
27,112,1.875,0.053401237749603765
28,112,1.875,0.28158873972122356
29,112,1.875,0.005239410621800664
30,112,1.875,0.6130557533260306
31,112,1.875,0.6450008956161928
32,112,1.875,0.7407785598277747
33,112,1.875,0.6711124765033517
34,112,1.875,0.35036187910817584
35,112,1.875,0.8869408713126062
36,112,1.875,0.6334794768533296
37,112,1.875,0.790846254397669
38,112,1.875,1.2476452765045862
39,112,1.875,0.42051180372212105
40,112,1.875,1.0096753891203312
41,112,1.875,0.9399441058598239
42,112,1.875,0.8940504601388695
43,112,1.875,0.8036060155396926
44,112,1.875,1.1264420452729107
45,112,1.875,0.6128935252805429
46,112,1.875,1.5421629941900015
47,112,1.875,1.7379912013312449
48,112,1.875,1.0117289930818192
49,112,1.875,1.3918279621188696
50,112,1.875,1.2423172773110633
3,128,0.3,0.0013346176052218444
4,128,0.3,0.040836982283786655
5,128,0.3,0.20084968840639014
6,128,0.3,0.1834713576276118
7,128,0.3,0.09397410560690966
8,128,0.3,0.0862877845680805
9,128,0.3,0.10170272170838747
10,128,0.3,0.1136519354072415
11,128,0.3,0.0282004219868738
12,128,0.3,0.305758215436727
13,128,0.3,0.0014874019310134265
14,128,0.3,0.15969530818030797
15,128,0.3,0.291447942309955
16,128,0.3,0.32043687359693246
17,128,0.3,0.34022293020413824
18,128,0.3,0.6327517456983942
19,128,0.3,0.415905053608056
20,128,0.3,0.5460824277225347
21,128,0.3,0.5361783867451466
22,128,0.3,0.6866620042349894
23,128,0.3,0.7527893401903265
24,128,0.3,0.7552224826890229
25,128,0.3,0.9114637916164259
26,128,0.3,0.8335344557475144
27,128,0.3,0.9835028200372371
28,128,0.3,0.9651923325615661
29,128,0.3,1.142501166775526
30,128,0.3,1.1828348882657782
31,128,0.3,1.2579635038402581
32,128,0.3,1.3087595499222127
33,128,0.3,1.274576394369478
34,128,0.3,1.319817915570843
35,128,0.3,1.301297989408468
36,128,0.3,1.3074663771510706
37,128,0.3,1.5810984123356204
38,128,0.3,1.3636522172553869
39,128,0.3,1.4827817102936203
40,128,0.3,1.3331990506501243
41,128,0.3,1.6470112013526501
42,128,0.3,1.703038903618177
43,128,0.3,1.548448095790232
44,128,0.3,1.608108722870671
45,128,0.3,1.6743737930128444
46,128,0.3,1.6392390377478998
47,128,0.3,1.8191183413381466
48,128,0.3,1.7717547484319023
49,128,0.3,1.8517839358428951
50,128,0.3,1.899000881360264
3,128,0.975,0.18211840334447954
4,128,0.975,0.051188062962437386
5,128,0.975,0.8539438451297096
6,128,0.975,0.7327497783714311
7,128,0.975,2.5914031621396867
8,128,0.975,0.7234956617564531
9,128,0.975,0.1701124591045686
10,128,0.975,0.15384805293269505
11,128,0.975,0.8016653231840855
12,128,0.975,0.8028076056217807
13,128,0.975,0.20387408993372413
14,128,0.975,0.5700130391371259
15,128,0.975,0.08296571276936367
16,128,0.975,0.11985420544591728
17,128,0.975,0.06934884507389906
18,128,0.975,0.2735288986539976
19,128,0.975,0.8499107362999297
20,128,0.975,0.04304906657666185
21,128,0.975,0.6073760284558969
22,128,0.975,0.8326866476896254
23,128,0.975,0.6520434460466014
24,128,0.975,0.2321183392604279
25,128,0.975,0.8703334536871691
26,128,0.975,0.8849839548216026
27,128,0.975,1.4003456439620918
28,128,0.975,1.0571501783759678
29,128,0.975,0.9169599582638027
30,128,0.975,1.2733553166244174
31,128,0.975,1.458205757064468
32,128,0.975,1.997423096633944
33,128,0.975,2.078110222703175
34,128,0.975,2.230296126694212
35,128,0.975,2.2530001032896902
36,128,0.975,1.6049468749316242
37,128,0.975,1.8294426682940055
38,128,0.975,2.185522106388337
39,128,0.975,2.1378365277698563
40,128,0.975,1.8223591051054637
41,128,0.975,1.9177753433146139
42,128,0.975,1.953688836147773
43,128,0.975,1.977411865611269
44,128,0.975,2.2340771887862565
45,128,0.975,2.589951092751622
46,128,0.975,2.1315739192295498
47,128,0.975,2.8606308773469404
48,128,0.975,2.704855911280538
49,128,0.975,1.9448313702239914
50,128,0.975,2.666893073901223
3,128,1.025,0.1685455210060828
4,128,1.025,1.4008484822169565
5,128,1.025,0.340616352172516
6,128,1.025,0.27469905796427047
7,128,1.025,0.5103465795461949
8,128,1.025,0.9578551408843266
9,128,1.025,0.9036932431464639
10,128,1.025,1.081795855826634
11,128,1.025,1.7164846707850634
12,128,1.025,2.1769283696149104
13,128,1.025,0.9578201755451352
14,128,1.025,1.0664884996339614
15,128,1.025,0.4131521672536021
16,128,1.025,1.485095885153551
17,128,1.025,1.7975856831892356
18,128,1.025,1.5647173178281115
19,128,1.025,1.5892341323406896
20,128,1.025,1.55316382679349
21,128,1.025,1.5304397187900542
22,128,1.025,0.8308901530604688
23,128,1.025,0.762549290655188
24,128,1.025,0.5171386610081218
25,128,1.025,1.3968759142521714
26,128,1.025,1.0612550777755052
27,128,1.025,0.3719728564207898
28,128,1.025,0.9649877833112206
29,128,1.025,0.838145101890221
30,128,1.025,0.869741266818053
31,128,1.025,0.8617106434635806
32,128,1.025,1.2651207243506335
33,128,1.025,0.8595427715108737
34,128,1.025,0.5280642035536173
35,128,1.025,1.0521837797998772
36,128,1.025,0.21073475910435477
37,128,1.025,0.6298739681668
38,128,1.025,0.03775303683181846
39,128,1.025,0.2451702216303486
40,128,1.025,0.6358805289338142
41,128,1.025,0.37406648909789025
42,128,1.025,0.4504128298459388
43,128,1.025,0.9496137257151878
44,128,1.025,0.7812245124668329
45,128,1.025,0.26938692189006275
46,128,1.025,0.5557760766443004
47,128,1.025,0.692300947584026
48,128,1.025,0.42031064437784055
49,128,1.025,0.3844278937860957
50,128,1.025,0.9317095581593552
3,128,1.9,0.06966311905766613
4,128,1.9,1.2560501715573718
5,128,1.9,1.0731860403736395
6,128,1.9,0.794374862352999
7,128,1.9,0.3992399383831183
8,128,1.9,0.19278423258887747
9,128,1.9,0.01608140638732569
10,128,1.9,0.23426760637523827
11,128,1.9,0.26878545758213257
12,128,1.9,0.21406813412287257
13,128,1.9,0.4370976399750885
14,128,1.9,0.5597425923109111
15,128,1.9,0.381276364196625
16,128,1.9,0.44646108296719206
17,128,1.9,0.9986198363135665
18,128,1.9,0.6399251998679216
19,128,1.9,0.5129742882788799
20,128,1.9,0.6834296722393062
21,128,1.9,0.7350189274971506
22,128,1.9,0.47875574692513345
23,128,1.9,0.6405396621368489
24,128,1.9,1.187313254293104
25,128,1.9,0.5961390781838215
26,128,1.9,0.674726712869026
27,128,1.9,0.6259324905060462
28,128,1.9,0.5142940148649353
29,128,1.9,0.3286285886566864
30,128,1.9,0.5280474078248125
31,128,1.9,0.8985380393468448
32,128,1.9,1.1040321640572826
33,128,1.9,1.156574084055768
34,128,1.9,1.1866475888457038
35,128,1.9,1.4788927698231191
36,128,1.9,1.3245197315084296
37,128,1.9,1.3751883902592945
38,128,1.9,1.2546271749475468
39,128,1.9,1.302318845679273
40,128,1.9,1.5356980454627953
41,128,1.9,1.3323899903450707
42,128,1.9,1.7195898473774986
43,128,1.9,1.1288628502533322
44,128,1.9,1.4047372195463845
45,128,1.9,1.1804933796652533
46,128,1.9,1.462560282886828
47,128,1.9,1.333575112358336
48,128,1.9,1.3602851689904945
49,128,1.9,1.6739181232491709
50,128,1.9,1.4467032427832285
