experiment_id,stage,regime,alpha,scale,seed,block,block_size,mean_tau,normalized_mean
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,16,200,9327.65,0.932765
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,17,200,9175.8,0.91758
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,18,200,9149.17,0.914917
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,19,200,9180.7,0.91807
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,20,200,9117.395,0.9117395
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,21,200,9245.865,0.9245865
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,22,200,9184.495,0.9184495
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,23,200,9244.52,0.924452
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,24,200,9146.645,0.9146645
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,25,200,9296.09,0.929609
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,26,200,9286.365,0.9286365
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,27,200,9440.785,0.9440784999999999
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,28,200,9365.475,0.9365475000000001
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,29,200,9310.96,0.9310959999999999
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,30,200,9275.06,0.9275059999999999
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,31,200,9271.86,0.9271860000000001
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,32,200,9180.145,0.9180145000000001
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,33,200,9222.47,0.9222469999999999
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,34,200,9273.73,0.927373
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,35,200,9248.82,0.924882
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,36,200,9168.81,0.916881
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,37,200,9371.56,0.937156
network-phase-closure-20260728,replication,drift,0.5,400,202608290400,38,200,9211.575,0.9211575000000001
